public_identifier;num_accomplishment_publications;name;publisher;published_on;description;url
dganit-zicin-gensher-phd-5213961a;1;05-00-05-04-05-05-09-05-04-05-01-05-05-02-05-01-05-05-05-07-05-04;Dganit Zicin Gensher;17-08-2015;"\u05ea\u05d7\u05d5\u05dd \u05d4\u05ea\u05e2\u05e1\u05d5\u05e7\u05d4 \u05de\u05d5\u05d1\u05d9\u05dc \u05d1\u05d9\u05d7\u05e1 \u05d4\u05de\u05e4\u05dc\u05d4 \u05db\u05dc\u05e4\u05d9 \u05d1\u05e2\u05dc\u05d9 \u05de\u05e9\u05e7\u05dc \u05e2\u05d5\u05d3\u05e3. \u05d4\u05e9\u05d0\u05dc\u05d4 \u05d1\u05e0\u05d5\u05d2\u05e2 \u05dc\u05e7\u05d9\u05d5\u05de\u05d4 \u05e9\u05dc \u05d0\u05e4\u05dc\u05d9\u05d4 \u05e2\u05dc \u05d1\u05e1\u05d9\u05e1 \u05de\u05e9\u05e7\u05dc \u05d1\u05e9\u05d5\u05e7 \u05d4\u05e2\u05d1\u05d5\u05d3\u05d4 \u05e2\u05e0\u05d9\u05d9\u05e0\u05d4 \u05d7\u05d5\u05e7\u05e8\u05d9\u05dd \u05e8\u05d1\u05d9\u05dd \u05d1\u05d0\u05e8\u05d4\""\u05d1, \u05e9\u05d4\u05e6\u05d9\u05d2\u05d5 \u05e8\u05d0\u05d9\u05d5\u05ea \u05e8\u05d1\u05d5\u05ea \u05dc\u05db\u05da \u05e9\u05d0\u05e4\u05dc\u05d9\u05d4 \u05d6\u05d5 \u05d1\u05d0\u05d4 \u05dc\u05d9\u05d3\u05d9 \u05d1\u05d9\u05d8\u05d5\u05d9 \u05d1\u05ea\u05d7\u05d5\u05dd \u05d4\u05d2\u05d9\u05d5\u05e1, \u05ea\u05e0\u05d0\u05d9 \u05d4\u05d4\u05e2\u05e1\u05e7\u05d4, \u05d4\u05e9\u05d9\u05d1\u05d5\u05e5, \u05d4\u05e4\u05d9\u05e6\u05d5\u05d9\u05d9\u05dd, \u05d4\u05e7\u05d9\u05d3\u05d5\u05dd \u05d5\u05d4\u05e4\u05d9\u05d8\u05d5\u05e8\u05d9\u05dd. \u05d1\u05e0\u05d5\u05e1\u05e3 \u05de\u05e9\u05e4\u05d9\u05e2 \u05de\u05e9\u05e7\u05dc\u05dd \u05e9\u05dc \u05de\u05d7\u05e4\u05e9\u05d9 \u05d4\u05e2\u05d1\u05d5\u05d3\u05d4 \u05e2\u05dc \u05d4\u05e2\u05e8\u05db\u05ea \u05d4\u05e4\u05d5\u05d8\u05e0\u05e6\u05d9\u05d0\u05dc \u05d4\u05de\u05e7\u05e6\u05d5\u05e2\u05d9 \u05e9\u05dc\u05d4\u05dd \u05d5\u05e2\u05dc \u05d9\u05d9\u05e2\u05d5\u05e5 \u05d4\u05e7\u05e8\u05d9\u05d9\u05e8\u05d4 \u05e9\u05d4\u05dd \u05de\u05e7\u05d1\u05dc\u05d9\u05dd. \u05d1\u05d0\u05d5\u05e4\u05df \u05de\u05e4\u05ea\u05d9\u05e2 \u05e0\u05de\u05e6\u05d0 \u05db\u05d9 \u05d0\u05e4\u05dc\u05d9\u05d4 \u05d6\u05d5 \u05e0\u05e4\u05d5\u05e6\u05d4 \u05d9\u05d5\u05ea\u05e8 \u05de\u05d0\u05e9\u05e8 \u05d0\u05e4\u05dc\u05d9\u05d4 \u05e9\u05de\u05d1\u05d5\u05e1\u05e1\u05ea \u05e2\u05dc \u05d3\u05ea, \u05e2\u05dc \u05e0\u05db\u05d5\u05ea \u05d5\u05e2\u05dc \u05e0\u05d8\u05d9\u05d5\u05ea \u05de\u05d9\u05e0\u05d9\u05d5\u05ea";http://www.hrus.co.il/%%D7%%94%%D7%%A2%%D7%%95%%D7%%9C%%D7%%9D-%%D7%%A9%%D7%%99%%D7%%99%%D7%%9A-%%D7%%9C%%D7%%97%%D7%%98%%D7%%95%%D7%%91%%D7%%99%%D7%%9D
pavie;1;;Braun Publishing AG;10-10-2015;- Biomorphic House in Neve Daniel, Israel (Ephraim Henry Pavie) pages 90-91;https://www.braun-publishing.ch/en/architecture/blob.html
pavie;2;;Pavie Architects;21-03-2012;null;https://www.youtube.com/watch?v=DW2XeFhV0eM
pavie;3;;Trendhunter;20-03-2012;null;http://www.trendhunter.com/trends/futuristic-architecture-by-ephraim-henry-pavie
pavie;4;;Pavie Architects;22-07-2011;null;https://www.youtube.com/watch?v=t_mo9sug5WU
pavie;5;;Israeli Design Magazine;01-01-2008;Construction of the biomorphic house;http://www.israelidesign.co.il/bama_artist_1015575442.html
pavie;6;;Mode-Avangarde num\u00e9ro 8;01-01-1980;null;https://commons.wikimedia.org/wiki/File%%3AMode-avantgardeN8_Barouch-Pavie.JPG
gilad-darmon-0b83b916;1;;http://cs.haifa.ac.il/courses/projects/LastYearProjects/2012/Android%%20Conversation%%20Cleaning/index.htm;18-10-2012;University project - we got a 100 for the fast and open source implementation of this algorithm for android based smart phones.;http://cs.haifa.ac.il/courses/projects/LastYearProjects/2012/Android%%20Conversation%%20Cleaning/index.htm
pavel-kisilev-4167088;1;;null;null;http://scholar.google.co.il/citations?sortby=pubdate&hl=en&user=L4axvLoAAAAJ&pagesize=100&view_op=list_works;http://scholar.google.co.il/citations?sortby=pubdate&hl=en&user=L4axvLoAAAAJ&pagesize=100&view_op=list_works
tomer-aharon-cytter-4aa8589;1;;Orantech Group;18-05-2021;View (in Hebrew) the amazing transformation a strong and well established Company is going thru to get ahead of  this CRAZY world we live in.;https://youtu.be/eomVmeqCkTQ
tomer-aharon-cytter-4aa8589;2;05-04-05-09-05-05-05-04-05-05-05-00-05-04;NRG \u05de\u05e2\u05e8\u05d9\u05d1;26-12-2007;about Israeli Educational system;http://www.nrg.co.il/online/1/ART1/675/985.html
urigrodzinski;1;;null;null;null;https://dl.dropboxusercontent.com/u/30556587/For%%20online%%20depository/Uri%%20Grodzinski-Publication%%20list.pdf
avi-klein-7301b273;1;;IEEE Photonics Journal;22-05-2019;We suggest a time-lens array with a filling factor of 200%% and increased resolution of 60%% without decreasing the number of lenses in the array. This time-lens array is based on a series of orthogonally polarized time-lenses. We investigate the different nonlinear interactions and show that when the pump waves of two adjacent time-lenses have orthogonal states of polarization, it is possible to overlap by 50%% without unwanted nonlinear interactions.;https://ieeexplore.ieee.org/abstract/document/8720008
avi-klein-7301b273;2;;Optica;01-07-2018;Fiber lasers are convenient for studying extreme and rare events, such as rogue waves, thanks to the lasers\u2019 fast dynamics. Indeed, several types of rogue wave patterns were observed in fiber lasers at different time-scales: single peak, twin peak, and triple peak. We measured the statistics of these ultrafast rogue wave patterns with a time lens and developed a numerical model proving that the patterns of the ultrafast rogue waves were generated by thenon-instantaneous relaxation of the saturable absorber together with the polarization mode dispersion of the cavity. Our results indicate that the dynamics of the saturable absorber is directly related to the dynamics ofultrafast extreme events in lasers.;https://www.osapublishing.org/optica/abstract.cfm?uri=optica-5-7-774
avi-klein-7301b273;3;;Optics Letters;15-04-2018;We developed a full-Stokes temporal imaging system whichmeasures the Stokes vector of ultrafast signals as a functionof time. The system is based on a time-lens array where eachtime-lens in the array projects the signal on a different stateof polarization.;https://www.osapublishing.org/ol/abstract.cfm?uri=ol-43-8-1651
avi-klein-7301b273;4;01;IEEE Journal of Lightwave Technology;01-03-2018;Modern networks implement multi-layer encryption architecture to increase network security, stability, and robustness. Encryption on the lower layers is essential for the safety of the entire network traffic. However, at the lower layers, the data rate is at its highest, and any latency affects the network bandwidth and reduces performance. The best solution to prevent latency is to resort to optical devices that operate at the optical transfer rate which can revolutionize the field. We developed a new paradigm for optical encryption based on the strengths of optics over electronics and according to temporal optics principles and demonstrated a highly efficient all-optical encryption scheme for modern networks. Specifically, we utilize dispersion together with nonlinear interaction for mixing neighboring bits with a private key. The security of the system is not based on encryption algorithms but on the physical properties of photo-detectors which are not able to read long ultra-fast signals. Our system encrypts the entire network traffic with low latency, encrypt the signal itself, exploit only one nonlinear interaction, it is energetically efficient with low ecologic footprint, and can be added to current networks without replacing the hardware such as the lasers, the transmitters, the routers, the amplifiers or the receivers. Our method can replace current slow encryption methods or can be added to increase the security of existing systems;https://ieeexplore.ieee.org/document/8305457/
avi-klein-7301b273;5;;IEEE;07-04-2017;We developed time-lens which can optically process pulses with orthogonal polarization. Our time-lenses can be implemented in current telecommunication systems together with polarization division multiplexing in order to reach higher bandwidth;http://ieeexplore.ieee.org/document/7894243/?reload=true
avi-klein-7301b273;6;;Optica;01-01-2017;Temporal optics is an emerging field in which optical signals are considered similarly to objects in spatial optics. Indeed, temporal magnifications, temporal Fourier transform, and temporal signal processing have been demonstrated by adopting optical schemes from space to time. However, temporal imaging has so far focused on the equivalent of two-dimensional spatial imaging schemes, while ignoring the depth of the input. Here we adopt the concept of three-dimensional (3D) imaging into the time domain, providing a new dimension in temporal optics. We developed the concept of temporal 3D objects and demonstrated temporal depth imaging. First, we define signals with temporal depth as signals where each point in time has a different dispersion value. Next, we demonstrate how to measure these signals with a moving time lens. Finally, we present a time lens array and use it to realize temporal depth imaging with a single measurement. Our temporal depth imaging concept will enable measurements of ultrafast nonperiodic phenomena, such as optical rogue waves and the evolution of ultrafast pulses in fiber lasers, with temporal resolution that was not possible until now.;https://doi.org/10.1364/OPTICA.4.000502
avi-klein-7301b273;7;;OSA Continuum;null;Rogue waves, which were first described as an oceanographic phenomenon, constitute an important factor in the dynamics of many physical systems. Most of these systems were analyzed by scalar fields, while some of them, and specifically in optics, are described by a vector field. Thus, they differ from scalar systems in several crucial aspects. In this work, we study experimentally twin-peak rogue waves with a temporal imaging system capable of measuring the Stokes vectors as a function of time. We found that the two peaks in optical twin-peak rogue waves have orthogonal states of polarization and similar intensities. We observed this with two different systems, however, we do not have a theoretical explanation for this phenomena and could not explain it with current models.;https://www.osapublishing.org/osac/abstract.cfm?uri=osac-2-11-3102
eliavalaluf;1;05-00-05-01-05-08-05-08-05-08-05-02-05-09-05-04-05-00-05-01-05-05-05-05-05-05-06-05-09-05-05-05-00-05-09-05;THEMARKER;null;\u05e2\u05d5\u05dc\u05dd \u05d4\u05db\u05dc\u05db\u05dc\u05d4 \u05d5\u05d4\u05e4\u05d9\u05e0\u05e0\u05e1\u05d9\u05dd, \u05e9\u05e0\u05d8\u05d4 \u05dc\u05d4\u05ea\u05d1\u05d8\u05d0 \u05d1\u05de\u05d5\u05e0\u05d7\u05d9\u05dd \u05de\u05ea\u05de\u05d8\u05d9\u05d9\u05dd \u05d5\u05e4\u05d9\u05e1\u05d9\u05e7\u05dc\u05d9\u05d9\u05dd, \u05d2\u05d9\u05dc\u05d4 \u05e9\u05d4\u05ea\u05d9\u05d0\u05d5\u05e8\u05d9\u05d5\u05ea \u05d4\u05de\u05d5\u05d7\u05dc\u05d8\u05d5\u05ea \u05e9\u05dc\u05d5 \u05d0\u05d9\u05e0\u05df \u05ea\u05e7\u05e4\u05d5\u05ea. \u05e2\u05d5\u05dc\u05dd \u05d6\u05d4 \u05d9\u05e6\u05d8\u05e8\u05da \u05dc\u05d7\u05e9\u05d5\u05d1 \u05d1\u05de\u05d5\u05e0\u05d7\u05d9\u05dd \u05e4\u05d7\u05d5\u05ea \u05de\u05d5\u05d7\u05dc\u05d8\u05d9\u05dd \u05d5\u05d4\u05e8\u05d1\u05d4 \u05d9\u05d5\u05ea\u05e8 \u05d9\u05d7\u05e1\u05d9\u05d9\u05dd;https://www.themarker.com/technation/1.49242
eliavalaluf;2;05-08-05-05-05-08-05-09-05-03-05-02-05-04-05-02-05-05-05-05-01-05-01;GLOBES NEWSPAPER;null;22 \u05d8\u05d5\u05e8\u05d9 \u05d3\u05e2\u05d4 \u05e9\u05db\u05ea\u05d1\u05ea\u05d9 \u05e2\u05d1\u05d5\u05e8 \u05d2\u05dc\u05d5\u05d1\u05e1;https://www.globes.co.il/news/home.aspx?fid=3654
eliavalaluf;3;05-05-06-05-01-05-05-04;null;null;null;null
amitzurilan;1;1967;Amatz-Tohad, History Department, Tel Aviv;01-01-2003;A History of the Israeli Army's Ordnance Corps, from the 40s to 1967;null
amitzurilan;2;1948;McMillan, With St. Antony's College) Oxford;01-05-1996;How UN Embargo is historically behind the decisive Iraeli Decisive  Victory at the  First Arab Israeli War, which helped the Jewish state substantiate itself.;null
amitzurilan;3;;McMillan (with St. Antony's College) Oxford;01-11-1989;The Politiclal Biography of Count Folke Berdadotte of Sweden, and its Peak and Tragedy in Mediating in the Palestine War of 1948;null
amitzurilan;4;1938-1948;Oxford Univeristy (Bodlean);01-07-1974;The growinf motivation and practice of US Palestine involvement;null
ilit-mimouni-3654568a;1;;Journal of the American Academy of Dermatology;01-11-2019;null;https://www.jaad.org/article/S0190-9622(19)33008-7/pdf
ilit-mimouni-3654568a;2;;Journal of the American Academy of Dermatology;01-12-2018;null;https://www.jaad.org/article/S0190-9622(18)33098-6/fulltext
ilit-mimouni-3654568a;3;;Journal of the American Academy of Dermatology;01-06-2017;null;https://www.jaad.org/article/S0190-9622(17)31676-6/fulltext
sheriffyossi;1;05-05-09-05-05-09-05-05-05-09-05-00-05-09-05-05-00-05-05-09;\u05e6\u05d1\u05e2\u05d5\u05e0\u05d9\u05dd;01-01-2006;\u05e9\u05d9\u05e8\u05d4;http://www.tzivonim.com/xcart/product.php?productid=52
sheriffyossi;2;;Akban web site;01-01-2005;Martial arts and insight;http://www.akban.org/blog_en
sheriffyossi;3;05-05-00-05-05-08-05-09-05-05-01-05-01-05-05-05-05-02-05-00-05-07-05-01-05;Akban web site;01-01-2000;\u05de\u05d0\u05de\u05e8\u05d9\u05dd \u05d1\u05e2\u05d1\u05e8\u05d9\u05ea \u05de\u05d1\u05dc\u05d5\u05d2 \u05d0\u05e7\u05d1\u05df;http://www.akban.org/blog/
sheriffyossi;4;;Akban;01-02-1999;Thousands of martial arts techniques, articles and the structure of the semantic CMS containing these.;http://www.akban.org/w/index.php?title=Special:Contributions&limit=500&target=Yossi+Sheriff
sheriffyossi;5;;Akban press;01-01-1995;The instructional method for preparing martial artists, athletes and soldiers in Akban Academy;http://www.scribd.com/doc/24338821/Methodical-Pyramid-How-to-prepare-for-martial-arts-competition-and-military-goals
sheriffyossi;6;05-04-05-04-05-09-05-08-05-05-09-05-03-05-04-05-04-05-05-05-05-05-03-05-09-05-05-09-05-05-00-05-07-05-01-05;Akban press;01-01-1993;\u05ea\u05db\u05e0\u05d5\u05df \u05de\u05e2\u05e8\u05da \u05d0\u05d9\u05de\u05d5\u05e0\u05d9\u05dd \u05dc\u05d0\u05d5\u05de\u05e0\u05d5\u05d9\u05d5\u05ea \u05dc\u05d7\u05d9\u05de\u05d4, \u05db\u05d5\u05d7\u05d5\u05ea \u05e6\u05d1\u05d0\u05d9\u05d9\u05dd \u05d5\u05e1\u05e4\u05d5\u05e8\u05d8;http://www.scribd.com/doc/24338995/\u05d4\u05e4\u05d9\u05e8\u05de\u05d9\u05d3\u05d4-\u05d4\u05de\u05ea\u05d5\u05d3\u05d9\u05ea-\u05e9\u05dc-\u05d0\u05e7\u05d1\u05df-\u05ea\u05db\u05e0\u05d5\u05df-\u05de\u05e2\u05e8\u05da-\u05d0\u05d9\u05de\u05d5\u05e0\u05d9\u05dd-\u05dc\u05d0\u05d5\u05de\u05e0\u05d5\u05d9\u05d5\u05ea-\u05dc\u05d7\u05d9\u05de\u05d4-\u05db\u05d5\u05d7\u05d5\u05ea-\u05e6\u05d1\u05d0\u05d9\u05d9\u05dd-\u05d5\u05e1\u05e4\u05d5\u05e8\u05d8
shahar-pincovici-2708ba135;1;;Plant Science;23-03-2018;null;https://www.sciencedirect.com/science/article/pii/S0168945217310324
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;1;02;N Engl J Med;10-11-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/30415602
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;2;;Isr Med Assoc J.;01-11-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/30430796
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;3;02-02;Lancet;01-11-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/30424892
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;4;;Diabetes Metab Res Rev.;01-11-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/30378240
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;5;02;Diabetes Obes Metab.;01-09-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/30207040
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;6;;Diabetes Metab Res Rev.;01-09-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/29757486
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;7;;Int J Gynaecol Obstet.;01-09-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/29856070
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;8;01;Endocr Pract.;01-08-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/30183396
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;9;;Eur Heart J.;01-06-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/29394350
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;10;58;Am Heart J;01-06-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/29898853
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;11;58;Diabetes Obes Metab.;01-05-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/29322605
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;12;;Diabetes Metab Res Rev;01-03-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/29271560
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;13;;Diabetes Care.;01-03-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/29196298
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;14;;J Diabetes;01-01-2018;null;https://www.ncbi.nlm.nih.gov/pubmed/28872765
%%D7%%90%%D7%%91%%D7%%99%%D7%%91%%D7%%99%%D7%%AA-%%D7%%9B%%D7%%94%%D7%%9F-5970b823;15;53;Diabetes Obes Metab;01-07-2017;null;https://www.ncbi.nlm.nih.gov/pubmed/28181728
