public_identifier;num_accomplishment_organisations;starts_at;ends_at;org_name;title;description
aaron-loh-047177132;2;31-12-2019;null;CBG Brilliant Star Awards - Q4 2019;DBS;Awarded Top Achiever Silver Award for Q4 2019
aaron-loh-047177132;3;30-09-2019;null;CBG Brilliant Star Awards - Q3 2019;DBS;Awarded Top Achiever Bronze Award for Q3 2019
aaron-loh-047177132;4;30-09-2019;null;Unit Trust Volume (Region);DBS;Awarded 3rd position in Unit Trust Volume
aaron-loh-047177132;5;30-06-2019;null;Unit Trust Volume (Region);DBS;Awarded 2nd position in Unit Trust Volume
aaron-loh-047177132;6;30-04-2019;null;Rising Elite Award;DBS;Achieved more than 15 case count from February to April 2019.
aaron-loke-930169173;1;30-11-2017;null;PortfolioQuest x Polytechnics: FinTalent Awards 2017;Portfolio Quest;Grand Prize Winner.
aaron-ong-54373445;1;30-11-2016;null;Defence Technology Prize - Team (Engineering) Award;Ministry of Defence;Awarded to the Littoral Mission Vessel Integrated Project Management Team
aaron-soh-14393655;1;01-01-2016;null;Singapore Logistics Assiocation;-;null
aaron-viloria-193a05160;1;;null;United Architects of the Philippines - Singapore Chapter;null;null
aaronbhchua;1;31-01-2019;null;\u2022\tNTU Safety Innovation Award 2018;Nanyang Technological University;null
aaronbhchua;2;31-01-2019;null;\u2022\tNTU Safety Performance Award 2018;Nanyang Technological University;null
aaronbhchua;3;31-01-2018;null;NTU Safety Innovation Award 2017;Nanyang Technological University;The NTU Safety Innovation Award is to recognise schools, centres and individuals who have contributed to eliminating or managing workplace Safety, Health and Environmental hazards with innovative and creative solutions.
aaronbhchua;4;31-01-2018;null;NTU Safety Team Award 2017;Nanyang Technological University;The NTU Safety Team Award is to recognise the safety committee of the schools and research centres who have demonstrated great efforts in the implementation of the workplace safety management system in 2017.
aaronbhchua;5;;null;Best Community Service Award (2006);Ngee Ann Polytechnic;Best Community Service Award is to recognise individual staff member who has contributed significantly to the international community work.
aaronbhchua;6;;null;School Teaching Awards (AY 2005/2006);Ngee Ann Polytechnic;School Teaching Award is to recognise and motivate the pursuit of excellence in fostering and facilitating learning.
aaronbhchua;7;;null;School Teaching Awards (AY 2007/2008);Ngee Ann Polytechnic;School Teaching Award is to recognise and motivate the pursuit of excellence in fostering and facilitating learning.
aaronbhchua;8;;null;School Teaching Awards (AY 2010/2011);Ngee Ann Polytechnic;School Teaching Award is to recognise and motivate the pursuit of excellence in fostering and facilitating learning.
aaronlimwc;1;31-10-2019;null;Speak Out For Engineering 2019 Regionals Champion;Institution of Mechanical Engineers (iMechE);Speak Out for Engineering is a competition designed to help develop verbal and visual communication in explaining technical mechanical engineering related subjects.
aaronlimwc;2;31-03-2019;null;Music Theory Masterclass (Jamming Theory: Functional Harmony Basics);Singapore Institute of Technology;The first of many Masterclasses on music theory to come! Seeing an attendance of 30 students, the classes are based on a syllabus that I am creating to teach music theory to musicians as well as non-musicians and Singers. The class covers only the necessary music theory needed for jamming as well as equips you with the tools to play your favourite songs on any instrument - without needing to learn to read sheet music!The masterclasses and materials are coordinated and taught by...\nThe first of many Masterclasses on music theory to come! Seeing an attendance of 30 students, the classes are based on a syllabus that I am creating to teach music theory to musicians as well as non-musicians and Singers. The class covers only the necessary music theory needed for jamming as well as equips you with the tools to play your favourite songs on any instrument - without needing to learn to read sheet music!The masterclasses and materials are coordinated and taught by me.\nShow moreShow less
aaronsamuelyong;1;30-11-2016;null;International Train Design Competition 2016 (Silver Award);Industrial Designers Society of Railway Vehicles (RVID);null
aaronsamuelyong;2;30-09-2008;null;Silver Bayonet;Singapore Armed Forces;Best Soldier, Boat Commander Course
aaronwdcruz;1;31-10-2005;null;Partner of the Quarter;Starbucks Coffee Singapore Pte Ltd, Singapore;Recognising leadership, partner development, quality, customer service, operations, community and profits.
aaronysfoo;1;30-06-2013;null;UNSW Golden Jubilee Scholarship;University of New South Wales;null
aaronysfoo;2;31-05-2012;null;Inti Laureate Merit Scholarship;Inti International University Malaysia;null
aarthi-sathis-kumar-7369601a7;1;31-01-2013;null;Singapore Red Cross Society;Youth member (Warrant Officer);Having completed the Incentive Badge Scheme, Aarthi attained Gold Badges in various modules such as Foot Drill, Evacuation, Red Cross Knowledge, Disaster Management and First Aid. She successfully planned and executed a blood donation drive in 2016 along with her peers. Her dedication to honing her Red Cross Knowledge and skills contributed to clinching Gold Awards for Excellent Unit Awards and Community Service Awards from 2013 to 2016.
aarti-sabhaney;1;01-01-2018;null;Singapore Institute of Directors (SID);Member of the Board Diversity & Appointments Committee;null
aarti-sabhaney;2;;null;BoardAgender;Member;null
aarushi-khandelwal;1;30-06-2020;null;Dean's List, Year 4;NUS Faculty Of Science;Academic Year 2019/2020 (Semester 2)
aarushi-khandelwal;2;30-06-2020;null;Dean's List, Year 4;NUS Faculty Of Engineering;Academic Year 2019/2020 (Semester 2)
aarushi-khandelwal;3;31-07-2019;null;Dean's List, Year 3;NUS Faculty Of Engineering;Academic Year 2018/2019 (Semester 2)
aarushi-khandelwal;4;31-07-2018;null;Dean's List, Year 2;NUS Faculty Of Engineering;Academic Year 2017/2018 (Semester 2)
aarushi-khandelwal;5;31-03-2017;null;Tech-Factor Challenge, Semi-Finalist;ST Electronics, Singapore;Collaborated in a 5-person team to create a prototype medical dispenser for the elderly (delivering pills and liquids) aimed at increasing medical adherence of users and lessening the workload of caretakers. Secured seed funding for prototyping.
aastha-chouhan-770586137;1;31-03-2014;null;NRI of the Year Award, Student Category - Singapore;Times Now, India;Won the Inaugural NRI of the Year Award in the Student category from Singapore for All Round Excellence, organized by the largest newspaper in India - Times Now group
aayush-kumar-0187b8a8;1;01-08-2016;null;School of Accountancy Peer-Tutors;Peer Tutor;null
aayush-kumar-0187b8a8;2;01-02-2016;null;SMU Ambassadorial Corps;Student Ambassador;null
aayush-kumar-0187b8a8;3;01-01-2015;29-02-2016;SMU Emerging Markets;Africa Desk, Director;null
abbyngpekkuan;1;;null;Dean List holder for 5 semesters;null;null
abbyngpekkuan;2;;null;EGIDE scholarship from French Embassy;null;null
abbyngpekkuan;3;;null;M*STAR scholarship from Malaysian government;null;null
abbyngpekkuan;4;;null;Nominated and awarded Comptel Personal Achievement Bonus every year (3 consecutive years);null;null
abbyngpekkuan;5;;null;Nominated and awarded MIMOS KUDOS award;null;null
sundance-nuttall-ecker-ba489a86;1;;null;WPIC;-;null
ruth-benedikt-krauze-rp-dcs-09908242;1;01-01-2001;null;Collaborative Therapy and Assessment Group;Psychotherapist;null
ruth-benedikt-krauze-rp-dcs-09908242;2;01-01-2001;null;OACCPP;Member;null
sarabarafe;1;01-09-2010;null;Brossard Inter-city AA Soccer;Captain;My team and coach gave me the honour of electing me as captain. This ongoing experience has implemented the beauty of leadership and motivational teamwork in me. By collective effort, I can proudly say that my team and I made it to the semi-finals.
max-d-graham-ca-2361908a;1;;null;Chartered Accountant;-;null
peter-lane-196a668;1;01-04-2016;null;GVHBA;-;null
cameronxstevens;1;01-01-2018;null;Ontario Society of Professional Engineers;Student Member;null
cameronxstevens;2;01-05-2015;null;Ontario Association of Certified Engineering Technicians & Technologists (OACETT);Associate Member;null
fouadjundi;1;01-04-2012;null;Project Managament Institutes(PMI);-;null
briony-lago-6bab88b0;1;01-07-2020;null;College of Family Physicians of Canada;-;null
briony-lago-6bab88b0;2;01-07-2020;null;Society of Rural Physicians of Canada;-;null
briony-lago-6bab88b0;3;01-01-2020;null;Canadian Medical Association;-;null
briony-lago-6bab88b0;4;01-10-2019;null;Hamilton Academy of Medicine;-;null
briony-lago-6bab88b0;5;01-05-2019;null;Canadian Society of Internal Medicine;-;null
briony-lago-6bab88b0;6;01-11-2018;null;Ontario Medical Association;-;null
briony-lago-6bab88b0;7;01-09-2014;null;Golden Key International Honour Society;Member;Membership offered based on academic excellence.
briony-lago-6bab88b0;8;01-08-2011;null;National Lifeguarding Society of Canada;Lifeguard;null
gregtarasov;1;01-05-2016;31-05-2017;Sheridan Advertising Association;Coordinator for the Election Campaign 2016;-Creating an advertising campaign for SAA elections 2016-2017-Working in accordance with the Sheridan Brand Standards-Delivering the campaign to students through social media and e-mail
lynettecarmichael;1;;null;Continuing Studies, University of Western Ontario;-;null
lynettecarmichael;2;;null;Lawrence Kinlin School of Business, Fanshawe College;-;null
alisa-kage-0b7a6a1b;1;;null;ATCMA;-;null
gabriela-arzuman-ccp-2362287;1;01-11-1999;null;Credit Institute of Canada;Credit Courses Instructor representing Credit Institute of Canada;null
gabriela-aguilera-8848433a;1;01-03-2016;null;MicroSkills;Participant;null
gabriela-aguilera-8848433a;2;;null;Albion Neighborhood Services;-;null
fouadadouani;1;01-05-2013;null;Quebec employment's approval;-;null
mel-tiruneh-cpsa-98b94127;1;01-03-2007;31-12-2009;Ethiopian Canadian Community Association;Executive Chairman and Secretary of the Board;null
mario-wanigatunga-4333a85;1;01-01-2014;null;CAPA;-;null
kayla-borden-139077a4;1;;null;ANSMA;-;null
kayla-borden-139077a4;2;;null;Jongleur Productions;2018 Jongleur Performance Award;null
kayla-borden-139077a4;3;;null;The 48 Hour Film Project;2018 Group Winner - Best Use of Character;null
kayla-borden-139077a4;4;;null;The Coast Halifax - The Coast Awards;2018 Bronze /3rd place for Promoter of the year;null
kayla-borden-139077a4;5;;null;The Coast Halifax - The Coast Awards;2019 Silver/ 2nd Place Promoter of the Year;null
fcrouch;1;01-06-2009;null;Canadian Commercial Network (CCN);-;null
fcrouch;2;01-06-2007;null;Commerical Services Division (OREB);-;null
fcrouch;3;01-01-1987;null;Canadian Real Estate Association;-;null
fcrouch;4;01-01-1987;null;Ontario Real Estate Association;-;null
fcrouch;5;01-01-1987;null;Ottawa Real Estate Board;-;null
fcrouch;6;01-01-1987;null;Canadian Professional Sales Association;-;null
fcrouch;7;;null;Real Estate Institute of Canada (REIC);-;null
nathan-witt-234bb78;1;;null;Dscoop;Member;Digital Solutions Cooperative of HP Graphic Arts Users
anureet-kaur-10a703197;1;01-03-2019;31-05-2019;Varsity girls soccer;Forward;I joined the soccer team where I committed to practice three times a week, had multiple games while completing my assignments on time. In our division we came in 4th place.
manar-zaky-b654a5178;1;01-09-2018;null;Jack.org Glenforest;Secretary;null
manar-zaky-b654a5178;2;01-09-2018;31-08-2019;Foundation for Student Science and Technology;Ambassador;\u2022 Attend monthly meetings with high school and university students to discuss promotional content\u2022 Brainstorm ways to encourage students to involve in the STEM field\u2022 Organized RISE Conference for students to expose them to the STEM field
manar-zaky-b654a5178;3;01-09-2018;31-08-2019;Multiple Sclerosis Youth Council;Ambassador;\u2022 Raised awareness for multiple sclerosis\u2022 Fundraised to find a cure for this illness\u2022 Hosted volleyball tournaments and other events\u2022 Attended monthly meetings with youth in my community to discuss progress and events
jabou;1;01-05-2016;null;APEGS (Association of Professional Engineers & Geoscientists of Saskatchewan;Professional Engineer;null
jabou;2;01-09-2001;null;APEGA (Association of Professional Engineers & Geoscientists of Alberta);Professional Engineer;null
kjeldmizpahconyerssteede;1;;null;Canadian Organization of Campus Activities;Eastern Director;null
j-robert-logan-9889723;1;01-09-2012;null;Gen Next;Global Member;Gen Next is an organization of entrepreneurial leaders looking to drive generational change in the areas of National Security, Economic Growth and Education.  With chapters in Orange County, LA, San Diego, Seattle, Phoenix and New York its members and partners look to affect issues directly and indirectly through both the Gen Next Foundation and Gen Equity PAC.  The group has a US focus but travels globally to better understand and impact these important social and political issues.
